公司代號,公司名稱,董事會決議日期,買回目的,買回股份總金額上限(依最新財報計算之法定上限),預定買回股數,買回價格區間最低,買回價格區間最高,預定買回期間起,預定買回期間迄,是否執行完畢,本次已買回股數(空白為尚在執行中),本次執行完畢已註銷或轉讓股數,本次已買回股數佔預定買回股數比例(%)(空白為尚在執行中),本次已買回總金額(空白為尚在執行中),本次平均每股買回價格(空白為尚在執行中),本次買回股數佔公司已發行股份總數比例(%)(空白為尚在執行中),本次未執行完畢之原因
9924,福興,89/11/20,1,651684000.0,2500000.0,9.0,14.50,2000-11-21,2000-12-20,Y,2500000.0,2500000.0,100.0,24407310.0,9.76,1.6,
2023,燁輝,89/11/21,3,2263977019.0,20000000.0,4.0,6.00,2000-11-22,2001-01-20,Y,20000000.0,20000000.0,100.0,103944504.0,5.20,2.39,
2816,旺旺保,89/11/21,1,1473692000.0,37500000.0,2.7,10.00,2000-11-23,2001-01-22,Y,0.0,0.0,0.0,0.0,0.00,0.0,z
2404,漢唐,89/11/22,1,933477173.0,3000000.0,22.0,30.00,2000-11-23,2001-01-22,Y,3000000.0,3000000.0,100.0,71680603.0,23.89,2.06,
2832,台產,89/11/22,1,788107000.0,6000000.0,8.5,27.50,2000-11-23,2001-01-22,Y,4372000.0,4372000.0,72.87,62204292.0,14.23,2.8,"考量買回期間股價維持穩定,並為顧及本公司員工未來認股意願,故末"
2838,聯邦銀,89/11/22,1,2393971467.0,30000000.0,5.0,10.00,2000-11-23,2001-01-22,Y,26146000.0,26146000.0,87.15,151186743.0,5.78,1.76,"由於買回期間股價維持穩定,故未予以全部執行"
9925,新保,89/11/22,1,1816341000.0,5000000.0,17.0,34.00,2000-11-24,2001-01-23,Y,5000000.0,5000000.0,100.0,118579652.0,23.72,1.9,
1445,大宇,89/11/23,3,287824725.0,10000000.0,5.0,10.00,2000-11-24,2001-01-23,Y,8775000.0,8775000.0,87.75,58561432.0,6.67,4.49,"股市於一月十八日封關,無法再繼續買回"
1454,台富,89/11/23,3,297649.0,8000000.0,4.0,10.00,2000-11-24,2001-01-23,Y,8000000.0,8000000.0,100.0,55613478.0,6.95,5.01,
2616,山隆,89/11/23,1,302346599.0,3500000.0,9.1,19.70,2000-11-27,2001-01-26,Y,810000.0,810000.0,23.14,11637060.0,14.37,1.16,
1611,中電,89/11/27,3,838574603.0,17890000.0,6.0,11.00,2000-11-28,2001-01-27,Y,391000.0,391000.0,2.19,3246844.0,8.30,0.11,因股價波動，限時限價掛單買進，致未能按預計數量買回。
1104,環泥,89/11/28,3,1576045000.0,42459000.0,4.0,10.00,2000-11-29,2001-01-28,Y,31290000.0,31290000.0,73.69,193304700.0,6.18,7.37,集中市場變動較預期為佳
2509,全坤建,89/11/28,3,373160000.0,3500000.0,5.0,11.00,2000-11-29,2001-01-28,Y,1006000.0,1006000.0,28.74,6829195.0,6.79,0.05,執行人員出差頻繁且假期多
2812,台中銀,89/11/28,1,1407360347.0,30760000.0,2.57,10.00,2000-11-29,2001-01-28,Y,0.0,,0.0,0.0,0.00,0.0,係因股價明顯回升，已達穩定股價之目的，故未執行
9917,中保科,89/11/29,3,2611660377.0,15000000.0,22.0,53.00,2000-11-30,2001-01-29,Y,15000000.0,15000000.0,100.0,464738957.0,30.98,3.81,
2606,裕民,89/11/30,3,1533590554.0,35000000.0,5.1,11.30,2000-12-01,2001-01-31,Y,27877000.0,27877000.0,79.65,231582810.0,8.31,3.97,"股價上下波動及限時,限價,限量掛進買單致部份買單未能成交"
9926,新海,89/11/30,1,314825000.0,6000000.0,10.0,18.00,2000-12-02,2001-02-01,Y,237000.0,237000.0,3.95,2825763.0,11.92,0.22,因近來股市變化較大，為顧及員工未來認股意願及兼顧本公司全體股
1519,華城,89/12/04,1,505573000.0,2000000.0,14.0,30.00,2000-12-06,2001-02-05,Y,2000000.0,2000000.0,100.0,40992606.0,20.50,1.0,
9931,欣高,89/12/04,1,207268000.0,630000.0,5.0,8.00,2000-12-05,2001-02-04,Y,0.0,,0.0,0.0,0.00,0.0,因近來國內經濟及股市變化較大，為顧及員工認股意願及兼顧全體股
2397,友通,89/12/05,3,1609621000.0,5000000.0,19.0,40.00,2000-12-07,2001-02-06,Y,2800000.0,2800000.0,56.0,73124100.0,26.12,2.85,"執行期間漲幅限制,致屆滿未執行完畢。"
2855,統一證,89/12/05,1,3835077000.0,20000000.0,4.45,10.95,2000-12-06,2001-02-05,Y,4472000.0,4472000.0,22.36,119813200.0,8.27,1.18,因採低接股票，且春假期間交易日較少所以無法執行完畢
1714,和桐,89/12/07,3,1016845000.0,10000000.0,16.0,20.00,2000-12-11,2001-02-10,Y,10000000.0,10000000.0,100.0,140440541.0,14.04,2.15,
2015,豐興,89/12/07,3,1006276016.0,5800000.0,8.0,13.00,2000-12-08,2001-02-07,Y,5800000.0,5800000.0,100.0,53623950.0,9.25,1.02,
2359,所羅門,89/12/08,1,2323739000.0,10000000.0,15.0,31.00,2000-12-11,2001-02-09,Y,1415000.0,1415000.0,14.15,31462210.0,22.23,0.47,因國內政經局勢混沌未明，致謹慎執行，以維護股東權益。
2414,精技,89/12/08,1,759696000.0,2000000.0,20.0,48.00,2000-12-11,2001-01-10,Y,300000.0,300000.0,15.0,8333749.0,27.78,0.36,期間屆滿
1710,東聯,89/12/11,3,426410000.0,25550000.0,4.97,11.58,2000-12-13,2001-02-12,Y,5213000.0,5213000.0,20.4,43922650.0,8.43,1.02,(1)掛單但未搓合成功 (2)股票市價超過買回區間價格之上限(90/1/1
2323,中環,89/12/11,1,22696034000.0,10000000.0,30.0,45.00,2000-12-13,2001-01-12,Y,6098000.0,6098000.0,60.98,160590173.0,26.33,0.35,年後連續開紅盤本公司股價超過每日買回委託價格漲幅之一半
3052,夆典,89/12/11,1,511485461.0,5400000.0,8.0,13.00,2000-12-12,2001-02-11,Y,5400000.0,5400000.0,100.0,64265173.0,11.90,2.71,
2845,遠東銀,89/12/12,1,2593665646.0,50000000.0,3.35,10.00,2000-12-14,2001-02-13,Y,40000000.0,40000000.0,80.0,239557871.0,5.99,2.62,市場價格波動過劇，影響執行進度
9924,福興,89/12/12,1,651684000.0,5000000.0,10.0,13.80,2000-12-13,2001-01-12,Y,900000.0,900000.0,18.0,10580361.0,11.76,0.58,執行期間因股價尚稱穩定，且大盤已有明顯回升，以致謹慎執行以維
2514,龍邦,89/12/13,1,1626010000.0,15000000.0,4.5,10.00,2000-12-14,2001-02-13,Y,3726000.0,3726000.0,24.84,17362502.0,4.66,0.64,"考量巿場參與度,致謹慎執行,以維護股東權益"
1909,榮成,89/12/14,1,1363593000.0,5000000.0,3.75,10.00,2000-12-15,2001-02-14,Y,5000000.0,5000000.0,100.0,23919886.0,4.78,0.98,
2371,大同,89/12/14,1,8885459000.0,20000000.0,9.77,20.22,2000-12-26,2001-02-12,Y,150000.0,150000.0,0.75,1992835.0,13.29,0.0,"執行期間本公司股價平穩,並無跌至本公司預計大量買回之價位,故僅"
2301,光寶科,89/12/15,1,5486121000.0,10000000.0,21.84,49.19,2000-12-16,2001-02-15,Y,8800000.0,8800000.0,88.0,308921167.0,35.10,1.53,股市變化大，為兼顧員工認購意願及股東權益，致未能執行完畢
9925,新保,89/12/16,1,1816341000.0,10000000.0,18.0,34.00,2000-12-19,2001-02-18,Y,4383000.0,4383000.0,43.83,114357919.0,26.09,1.67,為顧及員工未來認股意願故未執行完畢
2465,麗臺,89/12/18,1,596176771.0,705000.0,13.1,28.30,2000-12-19,2001-01-18,Y,705000.0,705000.0,100.0,13375497.0,18.97,1.01,
2906,高林,89/12/19,3,792229000.0,10000000.0,5.0,11.00,2000-12-22,2001-02-21,Y,10000000.0,10000000.0,100.0,66181000.0,6.62,2.29,
1472,三洋紡,89/12/20,1,515988000.0,2000000.0,6.0,11.00,2000-12-21,2001-02-20,Y,988000.0,988000.0,49.4,8524270.0,8.63,1.43,"執行期間因股價會上下波動.限時.限價掛進買單,採低接為原則致部?"
1519,華城,89/12/20,1,505573000.0,3000000.0,14.8,30.90,2000-12-22,2001-02-20,Y,3000000.0,3000000.0,100.0,69615424.0,23.21,1.5,
2702,華園,89/12/20,1,19421197.0,1600000.0,6.5,14.10,2000-12-22,2001-02-21,Y,24000.0,24000.0,1.5,241154.0,10.05,0.04,前市場供應不足及後股價回升合理價位不再買回
3046,建碁,89/12/20,1,1096608000.0,1800000.0,29.8,78.00,2000-12-21,2001-02-20,Y,0.0,,0.0,0.0,0.00,0.0,執行期間因營業日成交價格落於設定買回區間價格之外。
1441,大東,89/12/21,3,123821870.0,6569600.0,2.5,8.00,2000-12-22,2001-02-21,Y,6069000.0,6069000.0,92.38,24896919.0,4.10,3.52,因買回股份以低接為原則，股價上下波動，致少部份限價買單未成交
2903,遠百,89/12/21,2,7417421000.0,10000000.0,6.7,16.00,2000-12-22,2001-02-21,Y,7517000.0,7517000.0,75.17,79478749.0,10.57,0.81,"因股價上下波動及限時,限價,限量低接掛進買單致部份買單未能撮合"
2006,東和鋼鐵,89/12/22,3,3494517998.0,9003000.0,9.0,12.00,2000-12-26,2001-01-15,Y,9003000.0,9003000.0,100.0,99810738.0,11.09,1.23,
2303,聯電,89/12/22,1,78673727.0,400000000.0,32.0,78.00,2000-12-27,2001-02-26,Y,37425000.0,37425000.0,9.36,1717241665.0,45.88,0.33,考量買回期間股價維持穩定，並為顧及本公司股東權益及員工未來認
2464,盟立,89/12/26,1,94249201.0,1170000.0,11.0,17.00,2000-12-28,2001-02-27,Y,10000.0,10000.0,0.85,147807.0,14.78,0.02,因營業日成交價格落於設定買回區間價格之外
3045,台灣大,89/12/26,1,8942083258.0,50000000.0,35.0,90.00,2000-12-27,2001-02-26,Y,1910000.0,1910000.0,3.82,100759445.0,52.75,0.07,股價並無跌至本公司預計大量買回之價位
2362,藍天,89/12/27,1,1089567000.0,10000000.0,3.5,10.00,2001-01-03,2001-03-02,Y,3626000.0,3626000.0,36.26,21095756.0,5.82,0.84,執行期間本公司股價穩定回升，受庫藏股執行辦法第七條限時及限價
3010,華立,89/12/28,1,667934176.0,5000000.0,40.0,80.00,2000-12-29,2001-02-28,Y,660000.0,660000.0,13.2,42867479.0,64.95,0.79,買回期間股價趨穩定顧及員工未來認股意願及股東權益故未執行完畢
1504,東元,89/12/29,1,9680719000.0,20000000.0,13.0,27.00,2001-01-02,2001-03-01,Y,1000000.0,1000000.0,5.0,19853065.0,19.85,0.06,執行期間股價平穩，並考量股東權益，故僅酌量買進。
1712,興農,89/12/29,3,590707000.0,12000000.0,2.69,6.10,2001-01-02,2001-02-28,Y,3370000.0,3370000.0,28.08,15856545.0,4.71,0.98,因市場交易量偏低且為避免影響市場行情故無法依申報數全數買回
2605,新興,89/12/29,3,993683043.0,17422000.0,4.2,8.35,2001-01-02,2001-03-01,Y,17422000.0,17422000.0,100.0,129141521.0,7.41,5.0,
2351,順德,90/01/02,1,410925171.0,3000000.0,4.65,10.88,2001-01-04,2001-03-02,Y,447000.0,447000.0,14.9,4242032.0,9.49,0.27,考量買回期間集中交易市場變動較預期穩定，故未予全部執行完畢
2405,浩鑫,90/01/02,1,976727000.0,3000000.0,6.0,11.00,2001-01-03,2001-03-02,Y,2210000.0,2210000.0,73.67,21828596.0,9.88,1.61,未符合區間價格
4414,如興,90/01/02,1,225777000.0,2500000.0,14.0,25.00,2001-01-03,2001-03-02,Y,800000.0,800000.0,32.0,16763317.0,20.95,1.89,買回期間股價持穩，故僅買回八○○、○○○股。
2535,達欣工,90/01/03,1,943754000.0,11777000.0,4.62,10.00,2001-01-05,2001-03-04,Y,11777000.0,11777000.0,100.0,86562760.0,7.35,4.1,
2472,立隆電,90/01/06,1,214703000.0,1200000.0,45.0,64.00,2001-01-09,2001-03-08,Y,0.0,,0.0,0.0,0.00,0.0,
2823,中壽,90/01/08,1,2046864637.0,20348000.0,5.67,11.52,2001-01-08,2001-03-07,Y,2259000.0,2259000.0,11.1,20943171.0,9.27,0.36,執行期間因股價上下波動、限時、限價掛進買單致未按預計數量全數
2023,燁輝,90/01/09,3,2263977019.0,6967000.0,5.0,8.00,2001-01-10,2001-03-09,Y,6967000.0,6967000.0,100.0,51902839.0,7.45,0.83,
2527,宏璟,90/01/09,1,777318622.0,10000000.0,3.5,10.00,2001-01-10,2001-03-09,Y,818000.0,818000.0,8.18,5276011.0,6.45,0.17,春節期間股市休市及二月份股市交易日較少
1514,亞力,90/01/12,3,528751837.0,5000000.0,11.0,18.00,2001-01-29,2001-03-28,Y,5004000.0,5004000.0,100.08,61605703.0,12.31,2.54,
2006,東和鋼鐵,90/01/16,3,3494517998.0,25000000.0,10.0,14.00,2001-01-17,2001-03-16,Y,7131000.0,7131000.0,28.52,84663139.0,11.87,0.97,執行期間股市環境頗佳，本公司股價亦呈現穩定，故僅酌量買進。
2852,第一保,90/01/18,1,179927000.0,6000000.0,8.0,12.00,2001-01-29,2001-03-28,Y,6000000.0,6000000.0,100.0,64619006.0,10.77,3.53,
9908,大台北,90/01/18,1,617424824.0,11000000.0,10.0,18.00,2001-01-19,2001-03-18,Y,0.0,,0.0,0.0,0.00,0.0,農曆年後本公司股價回穩於每股十五元至十七元區間
2832,台產,90/01/19,1,788107000.0,6000000.0,11.0,22.50,2001-01-29,2001-03-28,Y,2128000.0,2128000.0,35.47,33231891.0,15.62,1.03,因庫藏股實施期間，價量尚稱穩定，為免股價波動過大，故買回數量
2387,精元,90/01/29,1,457143000.0,3000000.0,22.82,50.25,2001-01-30,2001-03-29,Y,3000000.0,3000000.0,100.0,104396128.0,34.80,3.35,
2838,聯邦銀,90/01/31,1,2393971467.0,30000000.0,6.5,10.50,2001-02-01,2001-03-31,Y,19091000.0,19091000.0,63.64,144223294.0,7.55,1.28,"由於買回期間股價維持穩定,故未予以全部執行完畢"
1611,中電,90/02/15,3,838574603.0,5368000.0,7.0,11.50,2001-02-16,2001-03-31,Y,3769000.0,3769000.0,70.21,35195316.0,9.34,1.05,因受市場成交數量少及漲幅3.5%之限制，無法買回預定數量，但已達
2031,新光鋼,90/02/19,1,291536353.0,2000000.0,7.0,15.00,2001-02-20,2001-04-19,Y,1761000.0,1761000.0,88.05,16522020.0,9.38,1.6,考量買回期間股價價維持穩定，並為顧及本公司股東權益及員工未來
2540,愛山林,90/02/19,1,1405461123.0,5000000.0,2.5,10.00,2001-02-21,2001-04-20,Y,535000.0,535000.0,10.7,1767534.0,3.30,0.14,因考量整體股票市場趨勢，而減緩執行買回股份。
1472,三洋紡,90/02/20,1,515988000.0,2000000.0,8.0,11.00,2001-02-21,2001-04-20,Y,653000.0,653000.0,32.65,5818772.0,8.91,0.95,執行期間因股價會上下波動限時限價掛進買單採抵接為原則致部份買
2303,聯電,90/02/26,1,78673727000.0,400000000.0,37.0,85.00,2001-03-01,2001-04-30,Y,0.0,,0.0,0.0,0.00,0.0,買回期間股價維持穩定，顧及本公司股東權益及員工未來認股意願，
2702,華園,90/02/26,1,19421197.0,800000.0,8.8,18.90,2001-02-27,2001-04-26,Y,48000.0,48000.0,6.0,519945.0,10.83,0.08,三、四月股價已維持一合理之價位，故評估暫不執行買回本公司股份
2606,裕民,90/03/02,3,894945552.0,42000000.0,6.1,13.10,2001-03-06,2001-04-05,Y,39701000.0,39701000.0,94.53,372520284.0,9.38,5.65,"本公司實際買回數量39,701仟股佔預定買回股份數量之95%左右,且股"
2849,安泰銀,90/03/12,1,2201269000.0,50000000.0,5.5,8.00,2001-03-14,2001-05-13,Y,20192000.0,20192000.0,40.38,124524751.0,6.17,1.43,本公司自買回期間開始即積極買，回惟因市場行情未如預期熱絡，成
1460,宏遠,90/03/15,3,999303530.0,50408000.0,5.15,10.76,2001-03-16,2001-05-15,Y,26029000.0,26029000.0,51.64,223864075.0,8.60,5.16,執行期間因股價上下波動及限時、限價、限量掛進買單，致部份買單
2906,高林,90/03/19,3,570710000.0,5000000.0,5.0,11.00,2001-03-21,2001-05-20,Y,5000000.0,5000000.0,100.0,33564050.0,6.71,1.19,
2006,東和鋼鐵,90/03/20,3,3494517998.0,10000000.0,10.0,14.00,2001-03-21,2001-05-20,Y,10000000.0,10000000.0,100.0,103769134.0,10.38,1.43,
2461,光群雷,90/03/21,3,734943000.0,2700000.0,40.0,60.00,2001-03-23,2001-05-22,Y,2700000.0,2700000.0,100.0,137941510.0,51.09,3.19,
1711,永光,90/03/22,1,970164000.0,5000000.0,12.0,19.00,2001-03-26,2001-05-16,Y,4000000.0,4000000.0,80.0,46744408.0,11.69,1.07,執行期間以限時限價為原則，因股價上下波動，致期間屆滿買回四百
9925,新保,90/03/22,1,1245001000.0,10000000.0,19.0,36.00,2001-03-26,2001-05-25,Y,10000000.0,10000000.0,100.0,276216391.0,27.62,3.8,
1445,大宇,90/03/23,3,302188339.0,9300000.0,3.89,10.00,2001-03-26,2001-05-25,Y,8441000.0,8441000.0,90.76,50475935.0,5.98,4.53,市場成交量少，無法達成預定買回數量
1312,國喬,90/03/26,1,1139876000.0,10000000.0,10.0,17.00,2001-03-27,2001-04-16,Y,10000000.0,10000000.0,100.0,125786894.0,12.58,1.56,
1909,榮成,90/03/26,1,664933000.0,10000000.0,3.61,10.00,2001-03-28,2001-05-27,Y,10000000.0,10000000.0,100.0,66100878.0,6.61,1.95,
1712,興農,90/03/28,3,590707000.0,11000000.0,3.68,7.55,2001-03-30,2001-05-29,Y,59000.0,59000.0,0.54,429110.0,7.27,0.02,因股價價格超過申報買回之上限，故無法依申報數全數買回
2516,新建,90/03/28,1,333428133.0,5000000.0,4.03,7.77,2001-04-02,2001-06-01,Y,5000000.0,5000000.0,100.0,17543345.0,3.51,1.39,
2852,第一保,90/03/30,1,97842442.0,2000000.0,10.0,12.00,2001-04-02,2001-06-01,Y,2000000.0,2000000.0,100.0,19310673.0,9.66,1.18,
1436,華友聯,90/04/11,3,429628000.0,10000000.0,3.0,10.00,2001-04-12,2001-06-11,Y,10000000.0,10000000.0,100.0,54983673.0,5.50,3.13,
2834,臺企銀,90/04/19,1,21190055447.0,54815000.0,9.0,15.00,2001-04-19,2001-06-18,Y,54815000.0,54815000.0,100.0,560832607.0,10.23,1.86,
1472,三洋紡,90/04/20,1,515988000.0,2000000.0,6.0,11.00,2001-04-23,2001-06-22,Y,634000.0,634000.0,31.7,5018020.0,7.91,0.92,"執行期間因市場交易並不熱絡,致部份買單未成交,故未按預計數量全"
1710,東聯,90/04/20,3,252211000.0,10220000.0,6.16,15.60,2001-04-23,2001-06-22,Y,9995000.0,9995000.0,97.8,91659700.0,9.17,1.98,
2816,旺旺保,90/04/23,1,1731145000.0,20000000.0,9.0,13.50,2001-04-24,2001-06-23,Y,8886000.0,8886000.0,44.43,89535614.0,10.08,2.37,市場低迷、成交量少，致未能執行完畢。
1504,東元,90/04/25,1,9680719000.0,18000000.0,13.0,25.00,2001-04-26,2001-06-25,Y,8113000.0,8113000.0,45.07,128918559.0,15.89,0.45,執行期間股價平穩，並考量股東權益，故僅酌量買進。
1611,中電,90/04/25,3,704630998.0,5368000.0,7.0,11.50,2001-04-26,2001-06-25,Y,5368000.0,5368000.0,100.0,46345103.0,8.63,1.5,
2823,中壽,90/04/27,1,1225616912.0,8089000.0,5.64,12.66,2001-04-27,2001-06-26,Y,7115000.0,7115000.0,87.96,57794145.0,8.12,1.13,執行期間因股價上下波動、限時、限價掛進買單致未按預計數量全數
2845,遠東銀,90/04/27,1,2156332065.0,50000000.0,4.48,10.00,2001-05-02,2001-07-01,Y,26579000.0,26579000.0,53.16,164259327.0,6.18,1.74,市場波動過大
2702,華園,90/05/03,1,7531902.0,150000.0,7.3,15.60,2001-05-04,2001-07-04,Y,80000.0,80000.0,53.33,715161.0,8.94,0.13,因五、六月股票市場交易量慘淡大盤推升不易待適當時機再予以買進
2006,東和鋼鐵,90/05/07,3,3703619706.0,20000000.0,9.0,14.00,2001-05-08,2001-07-07,Y,20000000.0,20000000.0,100.0,185784837.0,9.29,2.87,
1612,宏泰,90/05/08,1,758059000.0,6000000.0,5.6,13.20,2001-05-10,2001-07-10,Y,2734000.0,1133135.0,45.57,20693381.0,7.57,0.86,
1402,遠東新,90/05/09,1,12396067000.0,50000000.0,15.0,30.00,2001-05-10,2001-07-09,Y,38751000.0,38751000.0,77.5,745939076.0,19.25,1.26,"本公司原申報20元~25元區間之預定執行率為80%(40,000千股)，本次"
1609,大亞,90/05/11,3,595802427.0,12000000.0,2.87,10.00,2001-05-14,2001-07-13,Y,12000000.0,12000000.0,100.0,49287569.0,4.11,2.21,
1909,榮成,90/05/11,1,630600000.0,10000000.0,3.71,10.00,2001-05-15,2001-07-14,Y,6447000.0,6447000.0,64.47,30500764.0,4.73,1.26,"於90年7月14日到期,因景氣訊號持續變差,股市表現不佳,預期所購入"
2520,冠德,90/05/11,3,1851491000.0,15000000.0,6.0,13.00,2001-05-14,2001-07-13,Y,14973000.0,14973000.0,99.82,91175483.0,6.09,2.97,"最後一筆委託買單未全數成交,尚餘27000股,因無賣單,故僅達成預定"
1463,強盛,90/05/14,3,199688434.0,10000000.0,4.96,10.62,2001-05-15,2001-07-14,Y,4741000.0,4741000.0,47.41,29955655.0,6.32,2.36,由於本公司實施庫藏股制度期間適逢除權配股，其中自除權公告日起
2906,高林,90/05/16,3,636493000.0,10000000.0,5.0,11.00,2001-05-22,2001-07-21,Y,8355000.0,8355000.0,83.55,54167150.0,6.48,2.04,"因辦理除權除息,依規定於7/2-7/17間無法執行買回"
1605,華新,90/05/21,1,22792753000.0,80000000.0,10.0,11.50,2001-05-23,2001-07-22,Y,9496000.0,9496000.0,11.87,98806363.0,10.41,0.3,"執行期間因市場交易價格未達本次預計買回價格區間,且買回期間適?"
2812,台中銀,90/05/22,1,1626719000.0,30760000.0,2.28,10.00,2001-05-23,2001-07-22,Y,30760000.0,30760000.0,100.0,123543247.0,4.02,2.0,
1538,正峰,90/05/25,1,394800000.0,3000000.0,14.0,24.00,2001-05-28,2001-07-27,Y,2138000.0,2138000.0,71.27,38011200.0,17.78,2.29,考量買回期間股價維持穩定，顧及本公司股東權益。
2472,立隆電,90/05/25,1,912648000.0,600000.0,60.0,115.00,2001-05-29,2001-07-28,Y,103000.0,103000.0,17.17,7013976.0,68.10,0.15,營業額成長，所需營運資金增加，專注於本業
2832,台產,90/05/25,1,941130000.0,4000000.0,10.0,19.00,2001-05-28,2001-07-27,Y,1995000.0,1995000.0,49.88,26684570.0,13.38,0.97,因市場成交量甚少，為免有拉抬股價之嫌疑，故未能全部執行完畢。
1454,台富,90/05/30,3,130062000.0,8000000.0,4.0,10.00,2001-06-01,2001-07-31,Y,7929054.0,7929054.0,99.11,45589299.0,5.75,5.23,市場成交量過小
2855,統一證,90/06/04,3,4083952000.0,108080000.0,5.18,12.18,2001-06-05,2001-08-04,Y,7551000.0,7551000.0,6.99,904992900.0,9.27,7.96,"""市場成交量不足,故未按預定數量全數買回"
2852,第一保,90/06/08,1,147232741.0,2000000.0,9.0,12.00,2001-06-11,2001-08-10,Y,2000000.0,2000000.0,100.0,20533572.0,10.27,1.18,
2546,根基,90/06/12,3,67259000.0,1000000.0,4.0,10.00,2001-05-14,2001-07-13,Y,1000000.0,1000000.0,100.0,4841321.0,4.84,1.49,
1538,正峰,90/06/14,1,346425000.0,3000000.0,12.0,18.00,2001-03-14,2001-05-13,Y,1270000.0,1270000.0,42.33,22460110.0,17.69,1.36,考量買回期間股價穩定。
2015,豐興,90/06/15,3,1155110310.0,5000000.0,6.0,11.00,2001-06-19,2001-08-18,Y,5000000.0,5000000.0,100.0,34525636.0,6.91,0.93,
1513,中興電,90/06/21,1,1183995816.0,10000000.0,6.25,13.60,2001-06-22,2001-08-21,Y,8921000.0,5951000.0,89.21,78706669.0,8.82,1.43,"執行期間股價維持穩定,並考量本公司股東權益及員工認股意願,故未"
2816,旺旺保,90/06/21,1,1732957000.0,15000000.0,9.0,13.50,2001-06-26,2001-08-25,Y,4417000.0,4417000.0,29.45,43761249.0,9.91,1.18,市場低迷、成交量少
1472,三洋紡,90/06/22,1,427980000.0,800000.0,7.0,9.50,2001-06-26,2001-08-25,Y,713000.0,713000.0,89.13,5484019.0,7.69,1.03,執行期間因市場交易並不熱絡致部份買單未成交故未按預計數量全數
9925,新保,90/06/22,1,1365525000.0,6900000.0,19.0,33.00,2001-06-26,2001-08-25,Y,6414000.0,6414000.0,92.96,139301457.0,21.72,2.44,"股價已達穩定效果,同時考量未來員工認股意願及兼顧股東權益故未?"
9917,中保科,90/06/26,3,2210718476.0,15000000.0,23.0,47.00,2001-06-27,2001-08-26,Y,15000000.0,15000000.0,100.0,461406238.0,30.76,3.96,
9908,大台北,90/06/28,1,551950966.0,5000000.0,10.0,15.00,2001-06-29,2001-08-28,Y,5000000.0,5000000.0,100.0,47828056.0,9.57,0.94,
